,raw_text,clean,label
127,Mandatory Unisex Golden Globes Uniforms Keep Focus On Stars’ Work ,mandatori unisex golden globe uniform keep focus star work,-1
128,Wealthy Americans Assure Populace That Heavily Armed Floating City Being Built Above Nation Has Nothing To Do With… ,wealthi american assur populac heavili arm float citi built nation noth,-1
129,Man Hates Having To Wear Condoms All Day Every Day #OurAnnualYear2018 ,man hate wear condom day everi day ourannualyear,-1
130,Melania Releases Statement Calling For Removal Of First Lady From White House ,melania releas statement call remov first ladi white hous,-1
131,Sarah Huckabee Sanders Denies Doctoring Footage Showing Jim Acosta In Clown Makeup Blowing Up Gotham Hospital… ,sarah huckabe sander deni doctor footag show jim acosta clown makeup blow gotham hospit,-1
132,Holocaust Survivors Recall Exact Day Holocaust Started Right Out Of The Blue ,holocaust survivor recal exact day holocaust start right blue,-1
133,Woman Amazed She Found Perfect Partner Just When She Was Getting Desperate Enough To Accept Anything… ,woman amaz found perfect partner get desper enough accept anyth,-1
134,Hillary Launches Campaign To Raise $100 Million Or Else She'll Run For President ,hillari launch campaign rais million els run presid,-1
135,High School History Textbook Concludes With Little Blurb About Last 40 Years ,high school histori textbook conclud littl blurb last year,-1
136,"Sessions: ""I Am Proud To Have Served White America"" #OurAnnualYear2018 ",session proud serv white america ourannualyear,-1
137,Mother Feels A Little Validated After Daughter Who Stayed Out Late Gets Murdered ,mother feel littl valid daughter stay late get murder,-1
138,Woman Toys With Idea Of Getting Sister Something Nice They Can Do Together As Gift Before Settling On Candle… ,woman toy idea get sister someth nice togeth gift settl candl,-1
139,NASA Catches Glimpse Of Hard-Charging Curiosity Rover Just Before InSight’s Communications Go Dark… ,nasa catch glimps hard charg curios rover insight communic go dark,-1
140,Conservative Floridian Enjoys Living Under Sharia Law More Than He Thought He Would ,conserv floridian enjoy live sharia law thought would,-1
141,Saudis Admit Journalist Khashoggi Died During Botched Assassination Attempt ,saudi admit journalist khashoggi die botch assassin attempt,-1
142,Fox News Now Just Airing Continuous Blood-Red Screen With Disembodied Voice Chanting 'They're Coming To Kill You'… ,fox news air continu blood red screen disembodi voic chant come kill,-1
143,Nation Urged To Be Extra Sensitive To Men Reliving Trauma Of Not Getting Something ,nation urg extra sensit men reliv trauma get someth,-1
144,Report: Students Who Take Latin Have Better Chance Of Summoning Demon Later In Life ,report student take latin better chanc summon demon later life,-1
145,NFL Urges Pass Rushers To Try Reaching Peaceful Resolution With Quarterbacks Before Resorting To Tackling… ,nfl urg pas rusher tri reach peac resolut quarterback resort tackl,-1
146,Skip Bayless Rips Shannon Sharpe's Heart From Body During Debate On Cowboys O-Line ,skip bayless rip shannon sharp heart bodi debat cowboy line,-1
147,New Ted Cruz Attack Ad Declares Beto O'Rourke Too Good For Texas #OurAnnualYear2018 ,new ted cruz attack ad declar beto rourk good texa ourannualyear,-1
148,Trump Claims He Can Overrule Constitution With Executive Order Because Of Little-Known 'No One Will Stop Me' Loopho… ,trump claim overrul constitut execut order littl known one stop loopho,-1
149,Senator Feinstein Wondering If Now A Good Time To Disclose 7 Highly Credible Murder Allegations Against Kavanaugh S… ,senat feinstein wonder good time disclos high credibl murder alleg kavanaugh,-1
150,Elizabeth Warren Disappointed After DNA Test Shows Zero Trace Of Presidential Material ,elizabeth warren disappoint dna test show zero trace presidenti materi,-1
151,Woman Always Gets Best Ideas While Taking Shower With Two Jacked Dudes #OurAnnualYear2018 ,woman alway get best idea take shower two jack dude ourannualyear,-1
152,Kinky Girlfriend Wants To Try Sexual Pleasure Tonight #OurAnnualYear2018 ,kinki girlfriend want tri sexual pleasur tonight ourannualyear,-1
153,Simple Joy Of Childhood Stolen From Toddler Who Was Just Told He Can't Touch Own Genitals At Dinner Table… ,simpl joy childhood stolen toddler told touch genit dinner tabl,-1
154,Thom Yorke Admits Vast Majority Of Musical Output Fueled By Constant Fear Of Being One-Upped By Coldplay… ,thom york admit vast major music output fuel constant fear one up coldplay,-1
155,Taylor Swift Breaks Political Silence To Throw Support Behind Restoring Shōgun To Throne Of Japan… ,taylor swift break polit silenc throw support behind restor sh gun throne japan,-1
156,Video Game Blacksmith Struggling To Compete With Random Chests Full Of Free Armor All Over Kingdom… ,video game blacksmith struggl compet random chest full free armor kingdom,-1
157,Defiant Dallas Police Officer Claims Anyone Could Have Mistaken Black Man's Apartment For Gun… ,defiant dalla polic offic claim anyon could mistaken black man apart gun,-1
158,Nation Baffled By Childless Woman Who Doesn't Even Have High-Powered Career ,nation baffl childless woman even high power career,-1
159,"Returning Jesus Christ Downed By U.S. Missile Defense 30,000 Feet Before Making Landfall ",return jesus christ down u missil defens foot make landfal,-1
160,Eiffel Tower Finally Completed #OurAnnualYear2018 ,eiffel tower final complet ourannualyear,-1
161,Emotional Le'Veon Bell Reveals Holdout A Result Of Forgetting How To Run #OurAnnualYear2018 ,emot le veon bell reveal holdout result forget run ourannualyear,-1
162,Russell Wilson Asks Seahawks To Modify Play Where He's Immediately Tackled By Six Players ,russel wilson ask seahawk modifi play immedi tackl six player,-1
163,GOP Officials: Kavanaugh Shouldn't Be Held Accountable For Something He Did As White Teenager… ,gop offici kavanaugh held account someth white teenag,-1
164,Lisa Murkowski Admits She Thought Being Alaskan Senator Would Just Mean Having To Deal With Bears And Shit… ,lisa murkowski admit thought alaskan senat would mean deal bear shit,-1
165,Fucking Idiot Has Perfect GIF For That #OurAnnualYear2018 ,fuck idiot perfect gif ourannualyear,-1
166,Frat Brothers Draw All Over Pledge Who Passed Away At Party #OurAnnualYear2018 ,frat brother draw pledg pass away parti ourannualyear,-1
167,High School Drama Teacher Already Has Pretty Good Idea Who He'll Pick For Fall Girlfriend ,high school drama teacher alreadi pretti good idea pick fall girlfriend,-1
168,Woman's Children Officially Old Enough To Pony Up For Good Birthday Gift This Year ,woman child offici old enough poni good birthday gift year,-1
169,Video Game Character Stares Impotently At Forbidden Realm Beyond Impassable Waist-High Bush ,video game charact stare impot forbidden realm beyond impass waist high bush,-1
170,David Lynch Finally Releases Colorized Edition Of 'Eraserhead' #OurAnnualYear2018 ,david lynch final releas color edit eraserhead ourannualyear,-1
171,Young Girls Creeped Out By Older Scientists Constantly Trying To Lure Them Into STEM ,young girl creep older scientist constant tri lure stem,-1
172,Satan Refuses To Accept Any More Catholic Priests In Hell #OurAnnualYear2018 ,satan refus accept cathol priest hell ourannualyear,-1
173,"70,000 Burning Man Attendees Die Of Dehydration After Thinking Someone Else Was Bringing The Water… ",burn man attende die dehydr think someon els bring water,-1
174,Law School Applications Increase Upon Realization That Any Fucking Idiot Can Be Lawyer ,law school applic increas upon realize fuck idiot lawyer,-1
175,Baseball Statisticians Unveil New Analytics Model Measuring Precise Amount Of Joy They Suck From The Game… ,basebal statistician unveil new analyt model measur precis amount joy suck game,-1
176,Meghan McCain Forced To Live Out Socialist Nightmare Of Empathy For Sick Person ,meghan mccain forc live socialist nightmar empathi sick person,-1
177,White House Releases Moving Statement Honoring Woman Who Called Obama An Arab In 2008 ,white hous releas move statement honor woman call obama arab,-1
178,Melania Trump: 'My Fat Piece-Of-Shit Husband Who Should Go Kill Himself Needs To Stop Bullying People Online'… ,melania trump fat piec shit husband go kill need stop bulli peopl onlin,-1
179,Interminable Nightmare Of Buying Wrong Toilet Paper In Bulk Nearly Over #OurAnnualYear2018 ,intermin nightmar buy wrong toilet paper bulk near ourannualyear,-1
180,"Grocery Store Bar Actually Has Great Little Happy Hour, Reports Man With A Serious Problem ",groceri store bar actual great littl happi hour report man serious problem,-1
181,Christian Pornographer Refuses To Film Sex Tape For Gay Couple #OurAnnualYear2018 ,christian pornograph refus film sex tape gay coupl ourannualyear,-1
182,New Stardew Valley Expansion Allows Player To Shoot Self In Barn After Family Farm Bankrupted By Corporate Agribusi… ,new stardew valley expans allow player shoot self barn famili farm bankrupt corpor agribusi,-1
183,MoviePass Attempts To Increase Profitability By No Longer Mailing Out Free $500 A Month To Subscribers… ,moviepass attempt increas profit longer mail free month subscrib,-1
184,Wallace Shawn Emerges As Frontrunner To Replace Daniel Craig As James Bond ,wallac shawn emerg frontrunn replac daniel craig jame bond,-1
185,Paw Patrol' Writers Defend Episode Where German Shepherd Cop Shoots Unarmed Black Lab 17 Times In Back… ,paw patrol writer defend episod german shepherd cop shoot unarm black lab time back,-1
186,Fox News Apologizes For Mistaking Patti LaBelle For Aretha Franklin #OurAnnualYear2018 ,fox news apolog mistak patti labell aretha franklin ourannualyear,-1
187,Thai Soccer Player Still Waiting For Parents To Pick Him Up #OurAnnualYear2018 ,thai soccer player still wait parent pick ourannualyear,-1
188,Buckingham Palace Guards Impressed By First Lady's Ability To Never Crack Smile ,buckingham palac guard impress first ladi abil never crack smile,-1
189,Papa John's Removes N-Word From Menus #OurAnnualYear2018 ,papa john remov n word menu ourannualyear,-1
190,Serena Williams Stripped Of Titles After It Revealed She's Been Playing With A Racket In Each Hand This Whole Time… ,serena william strip titl reveal play racket hand whole time,-1
191,GOP Leaders Move Goalposts On Opposing Trump To Him Being Filmed Masturbating On U.S. Flag In Arlington Cemetery… ,gop leader move goalpost oppos trump film masturb u flag arlington cemeteri,-1
192,Woman Informs Husband That He Made New Friend #OurAnnualYear2018 ,woman inform husband made new friend ourannualyear,-1
193,Mueller Reveals Russia Investigation Just Elaborate Sting To Nail Clinton Child Sex-Slavery Ring… ,mueller reveal russia investig elabor sting nail clinton child sex slaveri ring,-1
194,"Sick, Elderly Man Screaming About Foreigners Stealing From Him #OurAnnualYear2018 ",sick elder man scream foreign steal ourannualyear,-1
195,Picky Refugee Just Expects To Be Reunited With Exact Same Family As Before ,picki refuge expect reunit exact famili,-1
196,"Retired Couple Realizes Dream Of Buying Camper, Driving Around Country Murdering Hitchhikers… ",retir coupl realiz dream buy camper drive around countri murder hitchhik,-1
197,Every Driver In Roundabout Just Winging It #OurAnnualYear2018 ,everi driver roundabout wing ourannualyear,-1
198,Old Lady At Parade Flapping Little American Flag Like A Motherfucker #OurAnnualYear2018 ,old ladi parad flap littl american flag like motherfuck ourannualyear,-1
