,Unnamed: 0,jsonid,label,headline_text,subject,speaker,speakerjobtitle,stateinfo,partyaffiliation,barelytruecounts,falsecounts,halftruecounts,mostlytrueocunts,pantsonfirecounts,context,twitter_handle,followers
757,757,12457.json,FALSE,"It was allowed, referring to her email practices.","homeland-security,technology",hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,an interview on ABC,HillaryClinton,24462730.0
760,760,6565.json,half-true,Says Paul Ryan tried to change the whole game for Social Security,"federal-budget,message-machine-2012,retirement,social-security",barack-obama,President,Illinois,democrat,70,71,160,163,9,a radio ad,BarackObama,105967809.0
761,761,13321.json,barely-true,"Says Rob Portman was a registered foreign agent whose client was Haiti, at a time when the Baby Doc, Duvalier, who was a despot, was killing people.","corrections-and-updates,foreign-policy",ted-strickland,Former Ohio governor,Ohio,democrat,2,6,7,4,1,the U.S. Senate debate in Cleveland,Ted_Strickland,16287.0
764,764,8348.json,mostly-true,"In 2010, the non-partisan Government Accountability Office found that only 6.5 percent of the U.S.-Mexico border was under full control of the Border Patrol.",immigration,lamar-smith,Congressman,Texas,republican,2,5,1,3,0,a flier mailed to constituents,LamarSmithTX21,27143.0
765,765,7960.json,half-true,Not one tax has been raised since Ive been governor.,taxes,chris-christie,Governor of New Jersey,New Jersey,republican,10,17,27,19,8,"an interview on the ""Ask The Governor"" monthly radio call-in program",ChrisChristie,134939.0
767,767,6771.json,TRUE,A poll conducted in Egypt revealed that 80 percent of Egyptians oppose receiving foreign aid from the United States.,"federal-budget,foreign-policy",barry-hinckley,,Rhode Island,republican,0,4,1,2,2,a story on 630WPRO.com,BarryHinckley,2181.0
769,769,1479.json,FALSE,Says the Texas Education Agency follows up to make sure undocumented immigrants paying in-state tuition at Texas colleges are applying for permanent residency.,immigration,rick-perry,Governor,Texas,republican,30,30,42,23,18,a debate,SecretaryPerry,88194.0
771,771,8473.json,FALSE,Hidden in the healthcare.gov code is language that means users waive any reasonable right to privacy of your personal information.,"health-care,privacy,technology",joe-barton,U.S. Representative,Texas,republican,3,1,0,0,0,a Fox News interview,RepJoeBarton,27518.0
773,773,3749.json,barely-true,Most military experts say there is anywhere between 25 and 30 members of al Qaeda in Afghanistan.,afghanistan,david-cicilline,mayor of Providence,Rhode Island,democrat,7,4,5,4,1,a radio interview,davidcicilline,82461.0
776,776,432.json,half-true,"Barack Obama's network of small donors constitutes a ""parallel public financing system.""",ethics,barack-obama,President,Illinois,democrat,70,71,160,163,9,"Washington, D.C.",BarackObama,105967809.0
777,777,7769.json,FALSE,"In Cranston, it costs $5,000 to $6,000 to send out community notifications on just one Level 3 sex offender.","children,crime,criminal-justice",peter-palumbo,State Representative,Rhode Island,democrat,3,1,1,0,0,a House Finance Committee hearing,PetiePal,208.0
778,778,5734.json,half-true,"While the countrys economy was battered, nine states with no income tax actually grew jobs from 2001 to 2010.","income,jobs,states,taxes",bettylou-decroce,,,republican,0,0,1,0,0,n opinion column in the Gloucester County Times,BLDeCroce4NJ,1506.0
779,779,10798.json,FALSE,"The United States is not building the aircraft, the long-range bombers, the additional aircraft carriers, the nuclear submarines.",military,marco-rubio,U.S. Senator,Florida,republican,33,24,32,35,5,a speech at the Iowa Faith and Freedom Summit,marcorubio,3872346.0
780,780,10857.json,FALSE,"Every year we spend roughly $500 billion on tax compliance. That is roughly the budget of our entire military, entirely wasted on tax compliance.","federal-budget,military,taxes",ted-cruz,Senator,Texas,republican,36,33,15,19,8,a roundtable with Texas businesses,tedcruz,3321920.0
781,781,4910.json,mostly-true,"They say teachers only make on averagein New Jersey 60,000 dollars a year.They only work 180 days.",education,chris-christie,Governor of New Jersey,New Jersey,republican,10,17,27,19,8,a speech at Notre Dame's law school,ChrisChristie,134939.0
784,784,4485.json,TRUE,The city of Atlanta has either the highest or second-highest average water bills in the country.,"taxes,water",carla-smith,,,none,0,0,0,0,0,a meeting,JLA_President,2641.0
785,785,5128.json,barely-true,"Mitt Romneys and Bain Capitals profits from KB Toys, which later went out of business, were described by the Boston Herald as disgusting.","candidates-biography,message-machine-2012",winning-our-future,,,none,2,2,3,1,0,"the video, ""When Mitt Romney Came to Town""",WinOurFuture,1904.0
786,786,12922.json,barely-true,Roy Coopers refusal to do his job is costing taxpayers money.,"ethics,legal-issues,public-service,states",pat-mccrory,Governor of North Carolina,North Carolina,republican,5,2,3,0,1,a press release,PatMcCroryNC,45617.0
787,787,13269.json,mostly-true,"In exchange for five minutes with Bill Clinton, the government of Qatar was going to give $1 million to the Clinton Foundation.",foreign-policy,mike-pence,Governor,Indiana,republican,8,10,12,5,0,"comments on ""Meet the Press""",mike_pence,3791878.0
788,788,1506.json,TRUE,Speaker Rubio supported gun restrictions that included background checks and waiting periods.,guns,charlie-crist,,Florida,democrat,15,9,20,19,2,a news release,CharlieCrist,31928.0
790,790,1791.json,half-true,"She (Kagan) took money from Goldman Sachs just like her boss, Obama.","campaign-finance,kagan-nomination,pundits,supreme-court",michael-savage,,,none,0,0,1,0,1,his website,ASavageNation,192280.0
792,792,3010.json,TRUE,We are one of only two states to have eight consecutive months of declining unemployment. Twenty-one states had increased unemployment last month. Ours went down.,"economy,job-accomplishments,jobs",ted-strickland,Former Ohio governor,Ohio,democrat,2,6,7,4,1,an interview with The Plain Dealer,Ted_Strickland,16287.0
794,794,2860.json,FALSE,On an earmark moratorium.,federal-budget,kay-bailey-hutchison,U.S. Senator,Texas,republican,2,4,4,3,0,a statement,kaybaileyhutch,23407.0
795,795,2828.json,FALSE,Milwaukees problems include 52 percent black male unemployment.,"economy,jobs",marvin-pratt,Former Acting Mayor of Milwaukee,Wisconsin,none,0,1,0,0,0,a TV interview,MarvinPratt22,22.0
798,798,2399.json,FALSE,Harry Reid has voted to give special tax breaks to illegal aliens.,"immigration,message-machine,taxes",sharron-angle,Republican nominee for Nevada U.S. Senate seat,Nevada,republican,3,1,1,0,0,a campaign commerical,SharronAngle,8220.0
799,799,10649.json,FALSE,Job growth in the United States is now at the fastest pace in this countrys history.,"economy,jobs",david-simas,White House aide,"Washington, D.C.",democrat,0,1,0,0,0,"an interview on CNN's ""New Day""",d_simas,13830.0
800,800,13279.json,half-true,"When asked about equal pay for women, (Rubios) quote was that it was a waste of time.","labor,women",patrick-murphy,,Florida,democrat,2,1,4,5,0,a U.S. Senate debate,PatrickMurphyFL,13071.0
802,802,10865.json,TRUE,Says he was known as Veto Corleone for cutting spending as Florida governor.,state-budget,jeb-bush,,Florida,republican,17,5,17,24,2,"a meeting with business leaders in Portsmouth, N.H.",JebBush,1421800.0
803,803,10185.json,TRUE,The last time Republican U.S. Senate candidates beat more than two (incumbents) was 1980.,elections,sean-spicer,Communications Director for the Republican National Committee,,republican,0,0,0,0,1,"comments on CNN's ""State of the Union""",seanspicer,408343.0
804,804,12373.json,TRUE,On how to respond to Puerto Ricos debt crisis.,"debt,deficit",sean-duffy,Member of the U.S. House,Wisconsin,republican,5,1,6,1,2,a radio ad,RepSeanDuffy,38281.0
805,805,4700.json,barely-true,The State of Rhode Island has the worst state-funded pension in the country.,"deficit,pensions,state-budget,state-finances",helen-glover,"talk show host, WHJJ",Rhode Island,talk-show-host,1,1,0,0,0,an introduction to a radio interview,Helenglovergb,55359.0
807,807,10579.json,mostly-true,"More than any Republican governor in the 2014 elections, I took a higher percentage of the Republican voteand yet I also carried independents by 12 points.","candidates-biography,elections,job-accomplishments,states",scott-walker,Milwaukee County Executive,Wisconsin,republican,26,41,32,40,11,an interview,ScottWalker,281966.0
808,808,9986.json,barely-true,"After the 2012 redistricting, Wisconsin has competitive congressional districts.",redistricting,paul-ryan,U.S. Representative,Wisconsin,republican,19,6,16,14,2,a speech,SpeakerRyan,3647633.0
809,809,336.json,TRUE,(John McCain) was even mentioned as a running mate with John Kerry.,elections,citizens-united-political-victory-fund,,"Washington, D.C.",republican,0,0,0,1,0,a TV ad,cupvf,21.0
810,810,65.json,TRUE,I've cast a couple of 99-1 votes and been the lone dissenter.,candidates-biography,fred-thompson,Actor,Tennessee,republican,1,4,3,3,0,"a speech in Sioux City, Iowa",fredthompson,145214.0
813,813,300.json,mostly-true,And delivered more tax relief than the other Republicans combined.,taxes,rudy-giuliani,Attorney,New York,republican,9,11,10,7,3,a TV ad,RudyGiuliani,296688.0
814,814,1805.json,barely-true,"Says U.S. Rep. Lamar Smith supported the $700 billion Wall Street bailout in 2008, ""but now he is standing in the way of reforms that would assure these bailouts would never happen again.","campaign-finance,economy,financial-regulation",lainey-melnick,Real estate broker,Texas,democrat,1,0,0,0,0,an e-mail blast,lmelnick,1245.0
815,815,11300.json,half-true,#GradInsurance debacle is a DIRECT result of #ObamaCare. #MIZZOU has to break the law to do the right thing.,"education,health-care",caleb-rowden,State representative,Missouri,republican,1,0,1,1,0,a tweet,calebrowden,6672.0
816,816,6564.json,pants-fire,Says President Obama has waived the work requirement for welfare.,welfare,rick-santorum,,Pennsylvania,republican,12,16,13,7,5,a convention speech,RickSantorum,289948.0
819,819,2329.json,barely-true,Says Rick Perry is a 25-year incumbent.,"candidates-biography,job-accomplishments",bill-white,Former mayor of Houston,Texas,democrat,2,3,5,7,3,a press release,whitebil,2615.0
821,821,1475.json,half-true,"The House passed a pay-as-you-go rule that said, ""If you wanted to have an investment, an entitlement, etc., you had to pay for it.""","federal-budget,stimulus",nancy-pelosi,House Minority Leader,California,democrat,3,7,11,2,3,a press conference,SpeakerPelosi,2488399.0
822,822,9402.json,TRUE,The numbers make it clear that Georgia voters are increasingly taking advantage of early voting opportunities.,education,brian-kemp,Secretary of State,Georgia,republican,0,2,0,0,0,statement,BrianKempGA,46552.0
824,824,4544.json,TRUE,On running for the presidency in 2012,elections,chris-christie,Governor of New Jersey,New Jersey,republican,10,17,27,19,8,,ChrisChristie,134939.0
825,825,8955.json,TRUE,Rhode Island is almost dead last among Northeastern states in the length of time first-degree murderers must spend in prison before theyre eligible for parole.,"crime,criminal-justice,legal-issues,states",leonidas-raptakis,State Senator,Rhode Island,democrat,0,1,1,0,0,a news conference,senraptakis,64.0
826,826,1160.json,FALSE,"All the really great programs in American history, Social Security, was done without Republicans. Medicare was done without Republican support until the last vote where they realized they had to get on board.","health-care,history,medicare",howard-dean,Democratic National Committee chairman,Vermont,democrat,1,4,1,2,0,an interview on the Rachel Maddow Show,GovHowardDean,140115.0
827,827,6344.json,FALSE,Diane Black voted to fund Obamacare.,"congress,congressional-rules,health-care",lou-ann-zelenik,Businesswoman,Tennessee,republican,0,1,0,0,0,in an ongoing radio commercial.,louannzelenik,1221.0
829,829,8021.json,mostly-true,"The Hispanic population in Gwinnett and Henry counties has increased by 153 percent and 339 percent, respectively, since 2000 while Republican presidential candidates are getting a smaller percentage of the vote in those counties.",elections,karl-rove,,Texas,republican,2,5,2,8,0,an op-ed,KarlRove,668993.0
831,831,6482.json,barely-true,"Says Gov. Scott Walker raises the pay of inmates, but we dont raise the pay of staff in our correctional institutions.","criminal-justice,income,state-finances,unions,workers",marty-beil,,,none,1,0,0,0,0,an interview,johnnystubble,659.0
832,832,10525.json,FALSE,The current debate over authorizing military action against the Islamic State would be the first time Congress would place limits on the commander-in-chiefs ability to be commander-in-chief.,"congress,history,military,terrorism",adam-kinzinger,U.S. Representative,Illinois,republican,0,2,1,0,0,an appearance on ABC's 'This Week',RepKinzinger,49589.0
833,833,4308.json,mostly-true,U.S. debt is now equal to 100 percent of the GDP.,"deficit,federal-budget",rob-portman,U.S. senator from Ohio,Ohio,republican,3,5,11,11,1,a news release,robportman,20319.0
835,835,2639.json,half-true,Pat Toomey still supports privatizing Social Security.,"message-machine,market-regulation,social-security",joe-sestak,U.S. Representative,Pennsylvania,democrat,1,0,1,1,0,a campaign commercial,JoeSestak,9994.0
836,836,11314.json,TRUE,The marijuana that kids are smoking today is not the same as the marijuana that Jeb Bush smoked 40 years ago.,drugs,carly-fiorina,,California,republican,5,5,4,3,2,the CNN Republican debate,CarlyFiorina,698432.0
838,838,12769.json,mostly-true,"Says Trump shirts are made in Bangladesh, Trump suits in Mexico, Trump Vodka in the Netherlands, Trump crystal barware in Slovenia and his cufflinks and ties in China.","candidates-biography,corrections-and-updates,jobs",funny-or-die,,,none,0,0,0,1,0,a video shown at the Democratic National Convention,funnyordie,13842528.0
839,839,5094.json,FALSE,Says President Barack Obama has opened up no new trade relationships with other nations.,"economy,foreign-policy,new-hampshire-2012,trade",mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,"a Republican presidential debate in Manchester, N.H.",MittRomney,1980960.0
841,841,2851.json,barely-true,"Says you can buy four light bulbs for $1.99 at Walmart, while a single compact fluorescent lamp (CFL) costs $10 a pop.","energy,market-regulation",joe-barton,U.S. Representative,Texas,republican,3,1,0,0,0,a speech at The Heritage Foundation.,RepJoeBarton,27518.0
843,843,1307.json,TRUE,History tells us that job growth always lags behind economic growth.,economy,barack-obama,President,Illinois,democrat,70,71,160,163,9,remarks from the White House,BarackObama,105967809.0
844,844,10310.json,mostly-true,Bill Howell has been the consistent force behind every major tax increase in Virginia in the last decade.,"taxes,voting-record",susan-stimpson,,Virginia,republican,0,1,0,1,0,a news release.,SusanBStimpson,1170.0
848,848,828.json,FALSE,"Obama says Iran is a 'tiny' country, 'doesn't pose a serious threat.'",foreign-policy,john-mccain,U.S. senator,Arizona,republican,31,39,31,37,8,a TV ad airing in Florida,SenJohnMcCain,3151858.0
849,849,1861.json,pants-fire,Barbara Boxers worried about the weather instead of terrorism as the biggest threat to national security.,"candidates-biography,environment,homeland-security,message-machine,terrorism",carly-fiorina,,California,republican,5,5,4,3,2,a campaign commercial,CarlyFiorina,698432.0
850,850,2019.json,TRUE,We spend three times more on entitlements and debt services than we do on defense.,"federal-budget,social-security",sarah-palin,,Alaska,republican,9,19,9,6,6,a Facebook posting,SarahPalinUSA,1515110.0
851,851,10240.json,FALSE,"In the 2014 elections, the American people overwhelmingly said we dont want Obamacare and we dont want amnesty.","health-care,immigration,polls",ted-cruz,Senator,Texas,republican,36,33,15,19,8,an interview on Fox News,tedcruz,3321920.0
852,852,9206.json,half-true,Dan Patrick got caught not paying his taxes and pocketed his employees payroll taxes.,"bankruptcy,candidates-biography,taxes",david-dewhurst,Lieutenant governor,Texas,republican,8,8,10,5,5,a video ad,DavidHDewhurst,12650.0
855,855,2871.json,barely-true,Letting the Bush tax cuts expire would raise taxes on small businesses.,"economy,small-business,taxes",eric-cantor,House Majority Leader,Virginia,republican,9,6,4,4,4,a TV interview.,EricCantor,279310.0
857,857,2141.json,mostly-true,The presidents budget would take ... non-defense spending to its lowest level ... as a percentage of the economy since JFK.,"economy,federal-budget,military",barack-obama,President,Illinois,democrat,70,71,160,163,9,remarks at a bill signing,BarackObama,105967809.0
858,858,8804.json,mostly-true,"Of the approximately 6 million disenfranchised felons in the United States, one-quarter are Floridians.","crime,elections",desmond-meade,,Florida,none,0,0,0,1,0,"a ""BloggingBlackMiami"" blog post",desmondmeade,6120.0
859,859,375.json,pants-fire,"Obama ""basically threatened to bomb Pakistan.""",foreign-policy,hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,"a debate in Cleveland, Ohio.",HillaryClinton,24462730.0
861,861,3023.json,FALSE,Ohio has lost more population than every other state in the country except for two.,economy,john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,9,8,10,18,3,a news conference,JohnKasich,948445.0
862,862,12332.json,mostly-true,"Here in California, Donald Trump has given $12,000 to Jerry Brown, Gavin Newsom and Kamala Harris.","campaign-finance,elections",ted-cruz,Senator,Texas,republican,36,33,15,19,8,a speech at the California Republican Party Convention,tedcruz,3321920.0
